num_etudiant;2016/2017;2017/2018;2018/2019;2019/2020;2020/2021;last_annee_validee;last_diplome_valide;moyenne
21608133;L3 E - S2;L3 E - S2;Hors;Hors;Hors;None;None;7.69
21203787;L3 E - S2;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;8.56
21605639;L3 E - S2;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;9.36
21304246;L3 E - S2;L3 E - S2;Hors;Hors;Hors;None;None;None
21204921;L3 E - S2;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;9.21
21611235;L3 E - S2;Hors;Hors;Hors;Hors;None;None;None
20202445;L3 E - S2;Hors;Hors;Hors;Hors;2016/2017;L3;9.66
21509423;L3 E - S2;Hors;Hors;Hors;Hors;None;None;None
21305134;L3 E - S2;Hors;Hors;Hors;Hors;None;None;None
21608752;L3 E - S2;Hors;Hors;Hors;Hors;None;None;None
97046856;L3 E - S2;Hors;Hors;Hors;Hors;None;None;None
21104780;L3 E - S2;Hors;Hors;Hors;Hors;2016/2017;L3;10.1
21207555;L3 E - S2;Hors;Hors;Hors;Hors;2016/2017;L3;9.85
21608435;Hors;M2 RI - S1;Hors;Hors;Hors;2017/2018;M2;15.02
21204163;Hors;M2 RI - S1;Hors;Hors;Hors;2017/2018;M2;12.71
21200820;Hors;M2 RI - S2;Hors;Hors;Hors;None;None;7.53
21712356;Hors;M2 RI - S1;Hors;Hors;Hors;2017/2018;M2;13.12
21711414;Hors;M2 RI - S1;Hors;Hors;Hors;2017/2018;M2;11.45
21507648;Hors;M2 RI - S1;Hors;Hors;Hors;2017/2018;M2;12.4
21707344;Hors;M2 RI - S1;Hors;Hors;Hors;2017/2018;M2;11.88
21712362;Hors;M2 RI - S1;Hors;Hors;Hors;2017/2018;M2;10.95
21708610;Hors;M2 RI - S2;Hors;Hors;Hors;None;None;5.33
21712372;Hors;M2 RI - S1;Hors;Hors;Hors;2017/2018;M2;11.12
21709082;Hors;M2 RI - S1;Hors;Hors;Hors;2017/2018;M2;15.24
21204190;Hors;M2 RI - S1;Hors;Hors;Hors;2017/2018;M2;12.13
21201225;Hors;M2 RI - S1;Hors;Hors;Hors;2017/2018;M2;13.49
21708595;Hors;M2 RI - S1;Hors;Hors;Hors;2017/2018;M2;14.37
21707341;Hors;M2 RI - S1;Hors;Hors;Hors;2017/2018;M2;12.36
21711300;Hors;M2 RI - S1;Hors;Hors;Hors;2017/2018;M2;11.25
21711130;Hors;M2 RI - S1;Hors;Hors;Hors;2017/2018;M2;17.3
21300009;Hors;M2 RI - S1;Hors;Hors;Hors;2017/2018;M2;15.1
21204396;Hors;M2 RI - S1;Hors;Hors;Hors;2017/2018;M2;11.72
21200188;Hors;M2 RI - S2;Hors;Hors;Hors;None;None;2.0
21413067;Hors;M2 RI - S1;Hors;Hors;Hors;2017/2018;M2;10.87
20902011;Hors;M2 RI - S2;Hors;Hors;Hors;None;None;6.78
21712375;Hors;M2 RI - S2;Hors;Hors;Hors;None;None;None
21707008;Hors;M2 RI - S1;Hors;Hors;Hors;2017/2018;M2;11.3
21709699;Hors;M2 RI - S1;Hors;Hors;Hors;2017/2018;M2;14.53
21712378;Hors;M2 RI - S2;Hors;Hors;Hors;2017/2018;M2;12.62
21707889;Hors;M2 RI - S2;Hors;Hors;Hors;None;None;4.39
21200699;Hors;M2 RI - S1;Hors;Hors;Hors;2017/2018;M2;16.0
21408092;Hors;M2 RI - S1;Hors;Hors;Hors;2017/2018;M2;16.3
21508104;L3 ESR - S2;L3 ESR - S2;Hors;Hors;Hors;2017/2018;L3;7.89
21703454;Hors;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;11.89
21512580;L2 Maths - S1;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;11.43
21704771;Hors;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;11.56
21708899;Hors;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;12.02
21409681;L2 Maths - S1;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;10.6
21507704;L2 Maths - S1;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;12.4
21707584;Hors;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;10.08
21606817;L3 ESR - S2;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;9.0
21503213;L2 Maths - S1;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;10.96
21706345;Hors;L3 E - S2;Hors;Hors;Hors;None;None;None
21500170;L2 Maths - S1;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;10.97
21705879;Hors;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;12.56
21613575;Hors;L3 E - S2;Hors;Hors;Hors;None;None;None
21605779;L2 Maths - S1;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;11.3
21703562;Hors;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;10.54
21504050;L2 Maths - S1;L3 E - S2;Hors;Hors;Hors;2016/2017;L2;8.82
21302941;L3 ESR - S2;L3 E - S2;Hors;Hors;Hors;None;None;8.37
21504012;L2 Maths - S1;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;11.16
21502867;L2 Maths - S2;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;12.18
21501443;L2 Maths - S1;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;12.26
21707389;Hors;L3 E - S2;Hors;Hors;Hors;None;None;None
21707361;Hors;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;12.15
21503893;L2 Maths - S2;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;10.74
21509000;L2 Maths - S1;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;11.2
21701616;Hors;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;11.04
21501659;L2 Maths - S1;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;11.94
21400236;L2 Maths - S1;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;11.78
21500049;L2 Maths - S1;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;15.23
21400865;Hors;L3 E - S2;Hors;Hors;Hors;2017/2018;L3;9.95
21501709;L2 Maths - S1;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;10.9
21402686;L2 Maths - S1;L3 E - S2;Hors;Hors;Hors;2017/2018;L3;10.09
21412353;L2 Maths - S1;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;12.23
21005714;Hors;L3 E - S2;Hors;Hors;Hors;None;None;6.88
21706033;Hors;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;12.22
21707385;Hors;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;14.5
21706793;Hors;L3 E - S2;Hors;Hors;Hors;2017/2018;L3;11.15
21301039;L2 Maths - S1;L3 E - S2;Hors;Hors;Hors;2017/2018;L3;9.91
21401355;L2 Maths - S1;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;13.97
21710432;Hors;L3 E - S2;Hors;Hors;Hors;None;None;None
21501310;L2 Maths - S2;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;9.56
21905224;Hors;Hors;Hors;L3 E - S2;Hors;None;None;None
21708959;Hors;Hors;Hors;L3 E - S1;Hors;2019/2020;L3;17.77
21915419;Hors;Hors;Hors;L3 E - S2;Hors;None;None;None
21915870;Hors;Hors;Hors;L3 E - S1;Hors;2019/2020;L3;12.35
21705481;Hors;Hors;Hors;L3 E - S2;Hors;2019/2020;L3;12.33
21908927;Hors;Hors;Hors;L3 E - S2;Hors;2019/2020;L3;11.17
21903244;Hors;Hors;Hors;L3 E - S2;Hors;2019/2020;L3;9.87
21608149;Hors;Hors;Hors;L3 E - S2;Hors;2019/2020;L3;10.84
21912279;Hors;Hors;Hors;L3 E - S1;Hors;2019/2020;L3;11.24
21915669;Hors;Hors;Hors;L3 E - S2;Hors;None;None;None
21903100;Hors;Hors;Hors;L3 E - S1;Hors;2019/2020;L3;10.59
21104395;Hors;Hors;Hors;L3 E - S2;Hors;2019/2020;L3;11.57
21914113;Hors;Hors;Hors;L3 E - S1;Hors;2019/2020;L3;12.64
21911025;Hors;Hors;Hors;L3 E - S1;Hors;2019/2020;L3;10.85
21707074;Hors;L3 ESR - S2;Hors;M2 RI - S1;Hors;2019/2020;M2;17.12
21512669;Hors;Hors;Hors;M2 RI - S1;Hors;2019/2020;M2;16.92
21911763;Hors;Hors;Hors;M2 RI - S1;Hors;2019/2020;M2;16.63
21911596;Hors;Hors;Hors;M2 RI - S1;Hors;2019/2020;M2;16.34
21403223;L3 ESR - S1;Hors;Hors;M2 RI - S1;Hors;2019/2020;M2;15.66
21911714;Hors;Hors;Hors;M2 RI - S1;Hors;2019/2020;M2;16.05
21917945;Hors;Hors;Hors;M2 RI - S1;Hors;2019/2020;M2;14.62
21917941;Hors;Hors;Hors;M2 RI - S1;Hors;2019/2020;M2;13.88
21412232;L3 ESR - S1;Hors;Hors;M2 RI - S1;Hors;2019/2020;M2;15.83
21910428;Hors;Hors;Hors;M2 RI - S1;Hors;2019/2020;M2;13.46
21917921;Hors;Hors;Hors;M2 RI - S1;Hors;2019/2020;M2;13.15
20006941;Hors;Hors;Hors;M2 RI - S1;Hors;2019/2020;M2;13.14
21510915;Hors;L3 ESR - S1;Hors;M2 RI - S1;Hors;2019/2020;M2;12.86
21917942;Hors;Hors;Hors;M2 RI - S1;Hors;2019/2020;M2;12.5
21912395;Hors;Hors;Hors;M2 RI - S1;Hors;2019/2020;M2;12.32
21917944;Hors;Hors;Hors;M2 RI - S1;Hors;2019/2020;M2;12.12
21917917;Hors;Hors;Hors;M2 RI - S1;Hors;2019/2020;M2;12.03
21917964;Hors;Hors;Hors;M2 RI - S1;Hors;2019/2020;M2;12.0
21809063;Hors;Hors;Hors;M2 RI - S1;Hors;2019/2020;M2;11.76
21912609;Hors;Hors;Hors;M2 RI - S1;Hors;2019/2020;M2;11.49
21817594;Hors;Hors;Hors;M2 RI - S1;Hors;2019/2020;M2;11.28
21917966;Hors;Hors;Hors;M2 RI - S1;Hors;2019/2020;M2;10.75
21911925;Hors;Hors;Hors;M2 RI - S1;Hors;2019/2020;M2;10.65
21911695;Hors;Hors;Hors;M2 RI - S2;Hors;2019/2020;M2;12.29
21205590;Hors;Hors;Hors;M2 RI - S2;Hors;2019/2020;M2;11.21
21911116;Hors;Hors;Hors;M2 RI - S2;Hors;2019/2020;M2;10.85
21912592;Hors;Hors;Hors;M2 RI - S2;Hors;2019/2020;M2;11.38
21910440;Hors;Hors;Hors;M2 RI - S2;Hors;2019/2020;M2;10.3
21810229;Hors;Hors;Hors;M2 RI - S2;Hors;2019/2020;M2;10.34
21917965;Hors;Hors;Hors;M2 RI - S2;Hors;2019/2020;M2;10.0
21913338;Hors;Hors;Hors;M2 RI - S2;Hors;2019/2020;M2;10.22
21917919;Hors;Hors;Hors;M2 RI - S2;Hors;None;None;8.62
21508992;L3 MAPI3 - S1;Hors;Hors;M2 RI - S2;Hors;2016/2017;L3;9.19
21302216;L3 ESR - S2;Hors;Hors;M2 RI - S2;Hors;2016/2017;L3;9.85
21917918;Hors;Hors;Hors;M2 RI - S2;Hors;None;None;None
21917967;Hors;Hors;Hors;M2 RI - S2;Hors;None;None;None
21204825;Hors;M1 MAPI3 - S2;M2 MAPI3 - S2;Hors;Hors;2018/2019;M2;11.24
21702912;Hors;M1 MAPI3 - S1;M2 MAPI3 - S2;Hors;Hors;2018/2019;M2;13.27
21812456;Hors;Hors;M2 MAPI3 - S2;Hors;Hors;None;None;None
97056944;Hors;Hors;M2 MAPI3 - S2;Hors;Hors;None;None;None
21406284;L3 MAPI3 - S1;M1 MAPI3 - S1;M2 MAPI3 - S2;Hors;Hors;2018/2019;M2;10.39
21404411;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;7.22
21501598;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;3.15
21505866;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;5.16
21609183;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;2.59
21403135;L2 Maths - S2;L2 Maths - S2;Hors;Hors;Hors;None;None;7.78
21502951;L2 Maths - S2;L2 Maths - S2;Hors;Hors;Hors;2017/2018;L2;7.44
21502190;L2 Maths - S2;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21500499;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;8.06
21404427;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;None
21300032;L2 Maths - S2;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21501203;L2 Maths - S2;L2 Maths - S1;Hors;Hors;Hors;2017/2018;L2;9.75
21601890;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;None
21500734;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;5.13
21301584;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;8.7
21103632;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;None
21500304;L2 Maths - S2;Hors;Hors;Hors;Hors;2016/2017;L2;10.22
21405806;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;None
21406136;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;4.52
21407247;L2 Maths - S2;L3 MAPI3 - S2;Hors;Hors;Hors;None;None;8.24
21501973;L2 Maths - S2;L2 Maths - S1;Hors;Hors;Hors;2017/2018;L2;9.15
21612151;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;None
21506740;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;None
21506074;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;3.89
21501633;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;None
21505914;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;8.75
21606807;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;7.77
21407971;L2 Maths - S2;L2 Maths - S2;Hors;Hors;Hors;None;None;4.84
20900752;L2 Maths - S2;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21504616;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;8.21
21507877;L2 Maths - S2;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21510927;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;None
21503801;L2 Maths - S2;L2 Maths - S2;Hors;Hors;Hors;None;None;2.32
21402653;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;None
21405380;L2 Maths - S2;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21503418;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;4.38
21610999;L2 Maths - S2;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21503539;L2 Maths - S2;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21307908;L2 Maths - S2;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21508608;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;None
21505990;L2 Maths - S2;L2 Maths - S2;Hors;Hors;Hors;None;None;7.78
21301742;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;6.38
21504608;L2 Maths - S2;L3 MAPI3 - S1;Hors;Hors;Hors;2017/2018;L3;10.16
21401131;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;9.46
21402713;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;None
21405046;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;7.36
21402177;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;6.24
21304766;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;None
21206824;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;None
21605423;L2 Maths - S2;L2 Maths - S2;Hors;Hors;Hors;None;None;6.58
21400794;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;None
21205534;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;None
21502551;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;None
21504988;L2 Maths - S2;L2 Maths - S2;Hors;Hors;Hors;None;None;5.31
21503946;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;8.72
21507735;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;None
21405834;L2 Maths - S2;L3 MAPI3 - S2;Hors;Hors;Hors;2016/2017;L2;8.67
21401061;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;None
21512593;L2 Maths - S2;Hors;Hors;Hors;Hors;None;None;None
21708962;Hors;Hors;Hors;L3 ESR - S1;Hors;2019/2020;L3;13.58
21709824;Hors;Hors;Hors;L3 ESR - S1;Hors;2019/2020;L3;11.98
21705828;Hors;Hors;Hors;L3 ESR - S1;Hors;2019/2020;L3;10.04
21901283;Hors;Hors;Hors;L3 ESR - S2;Hors;2019/2020;L3;9.77
21710162;Hors;Hors;Hors;L3 ESR - S2;Hors;None;None;8.24
21709008;Hors;Hors;Hors;L3 ESR - S1;Hors;2019/2020;L3;14.02
21910468;Hors;Hors;Hors;L3 ESR - S2;Hors;None;None;None
21709066;Hors;Hors;Hors;L3 ESR - S2;Hors;None;None;None
21916678;Hors;Hors;Hors;L3 ESR - S2;Hors;2019/2020;L3;9.5
21711094;Hors;Hors;Hors;L3 ESR - S2;Hors;None;None;8.03
21910874;Hors;Hors;Hors;L3 ESR - S2;Hors;2019/2020;L3;9.86
21906149;Hors;Hors;Hors;L3 ESR - S1;Hors;2019/2020;L3;10.88
21708297;Hors;Hors;Hors;L3 ESR - S2;Hors;2019/2020;L3;13.75
21904224;Hors;Hors;Hors;L3 ESR - S1;Hors;2019/2020;L3;11.63
21708257;Hors;Hors;Hors;L3 ESR - S1;Hors;2019/2020;L3;16.5
21708285;Hors;Hors;Hors;L3 ESR - S1;Hors;2019/2020;L3;15.16
21709095;Hors;Hors;Hors;L3 ESR - S1;Hors;2019/2020;L3;14.23
21907608;Hors;Hors;Hors;L3 ESR - S1;Hors;2019/2020;L3;13.13
21902629;Hors;Hors;Hors;L3 ESR - S1;Hors;2019/2020;L3;15.56
21906272;Hors;Hors;Hors;L3 ESR - S1;Hors;2019/2020;L3;10.72
21408804;L3 MAPI3 - S2;M1 MAPI3 - S2;Hors;Hors;Hors;2016/2017;L3;9.26
21409924;L3 MAPI3 - S2;Hors;Hors;Hors;Hors;None;None;None
21410810;L3 MAPI3 - S2;M1 MAPI3 - S2;M2 MAPI3 - S1;Hors;Hors;2018/2019;M2;11.16
21300656;L3 MAPI3 - S2;M1 MAPI3 - S1;M2 MAPI3 - S1;Hors;Hors;2018/2019;M2;10.94
21506627;L3 MAPI3 - S2;Hors;Hors;Hors;Hors;None;None;None
21506103;L3 MAPI3 - S2;M1 MAPI3 - S1;M2 MAPI3 - S1;Hors;Hors;2018/2019;M2;11.53
21303893;L3 MAPI3 - S2;Hors;Hors;Hors;Hors;2016/2017;L3;12.24
21604541;L3 MAPI3 - S2;M1 MAPI3 - S2;M2 MAPI3 - S1;Hors;Hors;2018/2019;M2;11.07
21512528;Hors;L3 MAPI3 - S2;Hors;Hors;Hors;None;None;None
21708032;Hors;L3 MAPI3 - S2;Hors;L3 MAPI3 - S2;Hors;None;None;None
21707474;Hors;L3 MAPI3 - S1;Hors;Hors;Hors;2017/2018;L3;None
21707966;Hors;L3 MAPI3 - S2;Hors;Hors;Hors;None;None;None
21512664;Hors;L3 MAPI3 - S2;Hors;Hors;Hors;None;None;None
21505519;L2 Maths - S1;L3 MAPI3 - S1;Hors;Hors;Hors;2017/2018;L3;10.28
21512468;Hors;L3 MAPI3 - S2;Hors;Hors;Hors;None;None;None
21512683;Hors;L3 MAPI3 - S2;Hors;Hors;Hors;None;None;None
21400678;L2 Maths - S1;L3 MAPI3 - S1;Hors;Hors;Hors;2017/2018;L3;17.11
21710129;Hors;L3 MAPI3 - S1;Hors;Hors;Hors;2017/2018;L3;None
21707635;Hors;L3 SID - S1;Hors;Hors;Hors;2017/2018;L3;12.57
21709103;Hors;L3 SID - S1;Hors;Hors;Hors;2017/2018;L3;10.28
21708907;Hors;L3 SID - S2;Hors;Hors;Hors;None;None;None
21505816;Hors;L3 SID - S2;Hors;Hors;Hors;None;None;None
21603318;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21607524;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21601574;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;4.52
21401135;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21607887;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21605903;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;3.0
21707488;Hors;L2 Maths - S1;Hors;Hors;Hors;2017/2018;L2;10.38
21606901;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;3.68
21706405;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21401130;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21402661;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21608418;Hors;L2 Maths - S2;Hors;Hors;Hors;2017/2018;L2;14.33
21707183;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21601143;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;5.34
21706880;Hors;L2 Maths - S1;Hors;Hors;Hors;2017/2018;L2;10.91
21406436;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21202262;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21501851;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;4.74
21601648;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21500809;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;3.62
21305508;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21505947;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21605193;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;4.97
21502716;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;4.45
21706138;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21404763;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21509739;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21509188;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21501737;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21709993;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21512741;L2 CUPGE - S2;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21707159;Hors;L2 Maths - S1;Hors;Hors;Hors;2017/2018;L2;12.31
21600171;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;4.83
21707337;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21706357;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21600417;Hors;L2 Maths - S1;Hors;Hors;Hors;2017/2018;L2;11.77
21706000;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21605832;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;5.08
21705334;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;5.02
21500311;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21613908;Hors;L2 Maths - S2;Hors;Hors;Hors;None;None;None
21603233;Hors;L2 Maths - S1;Hors;Hors;Hors;2017/2018;L2;12.01
21507768;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21606353;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21404842;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21405638;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21601640;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21510598;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21506998;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21500010;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21505138;L2 CUPGE - S2;Hors;Hors;Hors;Hors;2016/2017;L2;None
21512446;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21608364;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21504607;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21606522;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21508735;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21610270;L2 CUPGE - S2;Hors;Hors;Hors;Hors;2016/2017;L2;None
21609144;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21505978;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21512297;L2 CUPGE - S2;Hors;Hors;Hors;Hors;2016/2017;L2;None
21607173;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21508261;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21404720;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21405840;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21506310;L2 CUPGE - S2;Hors;Hors;Hors;Hors;2016/2017;L2;None
21506319;L2 CUPGE - S2;Hors;Hors;Hors;Hors;2016/2017;L2;None
21506177;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21512413;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21506548;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21306893;L2 CUPGE - S2;Hors;Hors;Hors;Hors;2016/2017;L2;None
21506008;L2 CUPGE - S2;Hors;Hors;Hors;Hors;2016/2017;L2;None
21510899;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21505583;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21405259;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21509247;L2 CUPGE - S2;Hors;Hors;Hors;Hors;2016/2017;L2;None
21408993;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21407111;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21506054;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21502549;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21501770;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21504333;L2 CUPGE - S2;Hors;Hors;Hors;Hors;2016/2017;L2;None
21508360;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21508322;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21507373;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21501804;L2 CUPGE - S2;L3 ESR - S2;Hors;Hors;Hors;2016/2017;L2;10.11
21407370;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21506564;L2 CUPGE - S2;Hors;Hors;Hors;Hors;None;None;None
21607321;L3 ESR - S2;Hors;Hors;Hors;Hors;2016/2017;L3;10.2
21306429;L3 ESR - S2;Hors;Hors;Hors;Hors;2016/2017;L3;9.96
21506404;L3 ESR - S2;Hors;Hors;Hors;Hors;2016/2017;L3;9.53
21204744;L3 ESR - S2;Hors;Hors;Hors;Hors;None;None;None
21612195;L3 ESR - S2;Hors;Hors;Hors;Hors;None;None;None
21408322;L3 ESR - S2;Hors;Hors;Hors;Hors;None;None;None
21709445;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21811552;Hors;Hors;L1 Maths - S1;L2 Maths - S2;Hors;2018/2019;L1;12.36
21815553;Hors;Hors;Hors;L2 Maths - S1;Hors;2019/2020;L2;14.53
21800616;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;17.21
21815382;Hors;Hors;Hors;L2 Maths - S1;Hors;2019/2020;L2;13.8
21805347;Hors;Hors;L1 Maths - S2;L2 Maths - S2;Hors;None;None;9.82
21813329;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21806707;Hors;Hors;L1 Maths - S1;L2 Maths - S2;Hors;2018/2019;L1;14.44
