num_etudiant;2016/2017;2017/2018;2018/2019;2019/2020;2020/2021;last_annee_validee;last_diplome_valide;moyenne
21906343;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;4.0
22005862;Hors;Hors;Hors;Hors;L2 Maths - S1;2020/2021;L2;11.89
21805721;Hors;Hors;L1 Maths - S1;L2 Maths - S2;L2 Maths - S1;2018/2019;L1;10.56
21904412;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21006565;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;7.04
21706522;Hors;L2 Maths - S2;L2 Maths - S2;L2 Maths - S2;L2 Maths - S1;None;None;None
21903967;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;4.08
21905766;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21809075;Hors;Hors;L1 Maths - S2;Hors;L2 Maths - S1;None;None;9.42
21301374;L2 Maths - S2;Hors;Hors;Hors;L2 Maths - S1;None;None;7.48
21702918;Hors;Hors;L1 Maths - S2;L2 Maths - S2;L2 Maths - S1;None;None;8.43
21807704;Hors;Hors;L1 Maths - S2;L2 Maths - S2;L2 Maths - S1;2018/2019;L1;9.6
21901546;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;10.2
21906273;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;4.61
21902482;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21811527;Hors;Hors;L1 Maths - S2;L2 Maths - S2;L2 Maths - S1;None;None;8.76
21906066;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;5.87
21808809;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21807142;Hors;Hors;Hors;Hors;L2 Maths - S1;2020/2021;L2;11.32
21910849;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;3.98
21802254;Hors;Hors;L1 Maths - S2;L2 Maths - S2;L2 Maths - S1;None;None;8.7
21903326;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;8.88
21910136;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21810026;Hors;Hors;3LA Maths - S1;Hors;L2 Maths - S1;None;None;4.77
21904114;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;8.88
21903291;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21908860;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21905654;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21902885;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;4.07
22012490;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21305745;Hors;Hors;L1 Maths - S2;L2 Maths - S2;L2 Maths - S1;2018/2019;L1;8.89
21706004;Hors;Hors;L2 Maths - S2;L2 Maths - S2;L2 Maths - S1;None;None;7.58
21801926;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21915165;Hors;Hors;Hors;Hors;L2 Maths - S1;2020/2021;L2;16.2
21204413;Hors;Hors;L2 Maths - S2;L2 Maths - S2;L2 Maths - S1;None;None;None
21910866;Hors;Hors;Hors;Hors;L2 Maths - S1;2020/2021;L2;11.44
22007940;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21908167;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;0.75
21911098;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21706788;Hors;Hors;L1 Maths - S2;L2 Maths - S2;L2 Maths - S1;2018/2019;L1;9.21
21508166;Hors;Hors;L2 Maths - S2;Hors;L2 Maths - S1;2020/2021;L2;12.45
21900836;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;6.12
22016102;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21707796;Hors;Hors;L1 Maths - S2;L2 Maths - S2;L2 Maths - S1;None;None;8.35
22014818;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;9.0
21904030;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21907405;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;7.2
21816795;Hors;Hors;Hors;L2 Maths - S2;L2 Maths - S1;None;None;None
21900371;Hors;Hors;Hors;Hors;L2 Maths - S1;2020/2021;L2;16.27
21905787;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21913375;Hors;Hors;Hors;Hors;L2 Maths - S1;2020/2021;L2;16.28
21917787;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;8.01
22009614;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;6.51
21908470;Hors;Hors;Hors;Hors;L2 Maths - S1;2020/2021;L2;18.77
21904194;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21904819;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;5.67
21807271;Hors;Hors;L1 Maths - S1;L2 Maths - S2;L2 Maths - S1;2020/2021;L2;10.44
21903543;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;8.21
22014123;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21902212;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;10.16
21701520;Hors;Hors;L1 Maths - S2;L2 Maths - S2;L2 Maths - S1;None;None;9.73
21900295;Hors;Hors;Hors;Hors;L2 Maths - S1;2020/2021;L2;12.83
21913876;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;3.43
22015746;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21901667;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;8.15
21705851;Hors;Hors;L1 Maths - S1;L2 Maths - S2;L2 Maths - S1;2018/2019;L1;10.54
21707010;Hors;Hors;L2 Maths - S2;L2 Maths - S2;L2 Maths - S1;None;None;7.16
21907521;Hors;Hors;Hors;Hors;L2 Maths - S1;2020/2021;L2;12.51
21905045;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;9.94
21805429;Hors;Hors;L1 Maths - S2;Hors;L2 Maths - S1;2020/2021;L2;13.24
21901608;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;9.88
21704218;Hors;Hors;L2 Maths - S2;L2 Maths - S2;L2 Maths - S1;2018/2019;L1;8.55
21800400;Hors;Hors;L1 Maths - S1;L2 Maths - S2;L2 Maths - S1;2018/2019;L1;9.78
21911642;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21907145;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;7.4
21908798;Hors;Hors;Hors;Hors;L2 Maths - S1;2020/2021;L2;12.28
21902492;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;7.01
21700163;Hors;Hors;Hors;L2 Maths - S2;L2 Maths - S1;None;None;None
21903282;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;9.35
22009383;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21704794;Hors;Hors;L2 Maths - S2;L2 Maths - S2;L2 Maths - S1;None;None;9.11
22013278;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
22014213;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
22015354;Hors;Hors;Hors;Hors;L2 Maths - S1;2020/2021;L2;14.68
21802596;Hors;Hors;L1 Maths - S2;Hors;L2 Maths - S1;None;None;9.49
22014668;Hors;Hors;Hors;Hors;L2 Maths - S1;2020/2021;L2;13.13
21903898;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;6.14
21904745;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21805460;Hors;Hors;L1 Maths - S2;L2 Maths - S2;L2 Maths - S1;2018/2019;L1;8.2
21902827;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;4.12
21803874;Hors;Hors;L1 Maths - S2;L2 Maths - S2;L2 Maths - S1;2018/2019;L1;9.16
21808965;Hors;Hors;3LA Maths - S1;L2 Maths - S2;L2 Maths - S1;None;None;7.94
21909886;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;6.4
21906827;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;8.25
21816659;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;9.55
21904766;Hors;Hors;Hors;Hors;L2 Maths - S1;2020/2021;L2;10.97
21909195;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;8.63
21903231;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;7.69
21909815;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;10.35
21908591;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21913532;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21911526;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;9.03
21303623;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;3.93
21806364;Hors;Hors;L1 Maths - S1;L2 Maths - S2;L2 Maths - S1;2018/2019;L1;10.05
21804269;Hors;Hors;L1 Maths - S1;L2 Maths - S2;L2 Maths - S1;2018/2019;L1;9.0
22015230;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;6.81
21701397;Hors;Hors;L2 Maths - S2;L2 Maths - S2;L2 Maths - S1;None;None;6.38
21506150;Hors;Hors;L2 Maths - S2;L2 Maths - S2;L2 Maths - S1;None;None;None
21905809;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;6.56
21805855;Hors;Hors;L1 Maths - S1;L2 Maths - S2;L2 Maths - S1;2018/2019;L1;11.05
21902142;Hors;Hors;Hors;Hors;L2 Maths - S1;2020/2021;L2;11.74
21800112;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;7.12
21901526;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21810538;Hors;Hors;L1 Maths - S2;Hors;L2 Maths - S1;None;None;8.34
21903108;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;3.89
21902693;Hors;Hors;Hors;Hors;L2 Maths - S1;2020/2021;L2;10.8
21805251;Hors;Hors;L1 Maths - S1;L2 Maths - S2;L2 Maths - S1;2018/2019;L1;8.72
21803982;Hors;Hors;L1 Maths - S2;L2 Maths - S2;L2 Maths - S1;None;None;9.08
21903157;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;9.14
21913884;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21901413;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21911369;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21805395;Hors;Hors;L1 Maths - S2;Hors;L2 Maths - S1;None;None;8.11
21706760;Hors;Hors;Hors;L2 Maths - S2;L2 Maths - S1;None;None;4.2
21909674;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21810060;Hors;Hors;L1 Maths - S2;Hors;L2 Maths - S1;None;None;8.04
21911303;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;9.28
22011908;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
22001162;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;9.19
21914415;Hors;Hors;Hors;Hors;L2 Maths - S1;2020/2021;L2;10.91
21709298;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21802552;Hors;Hors;L1 Maths - S2;L2 Maths - S2;L2 Maths - S1;None;None;9.15
21914722;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;9.72
21508970;Hors;Hors;Hors;L2 Maths - S2;L2 Maths - S1;None;None;None
21605913;Hors;Hors;L2 Maths - S2;L2 Maths - S2;L2 Maths - S1;None;None;None
21810139;Hors;Hors;L1 Maths - S2;L2 Maths - S2;L2 Maths - S1;None;None;9.67
21500526;Hors;Hors;L2 Maths - S2;L2 Maths - S2;L2 Maths - S1;None;None;7.67
21904777;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;8.1
21907117;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;10.23
21817004;Hors;Hors;Hors;L2 Maths - S2;L2 Maths - S1;None;None;None
21906930;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;8.37
21801475;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;6.35
21901134;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;9.11
21801073;Hors;Hors;L1 Maths - S1;L2 Maths - S2;L2 Maths - S1;2018/2019;L1;8.44
21906425;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21902737;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21904964;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21900882;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;3.36
21900193;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;9.54
21809111;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;7.23
22013332;Hors;Hors;Hors;Hors;L2 Maths - S1;None;None;None
21904007;Hors;Hors;Hors;Hors;L2 Maths - S1;2020/2021;L2;15.24
21810326;Hors;Hors;L3 SID - S2;M1 SID - S2;M2 SID - S1;2019/2020;M1;10.7
21702033;Hors;L2 Maths - S1;L3 SID - S1;M1 SID - S1;M2 SID - S1;2019/2020;M1;13.22
21611117;Hors;L3 SID - S2;L3 SID - S2;L3 SID - S2;M1 SID - S1;2019/2020;L3;9.88
21708410;Hors;L2 Maths - S1;L3 SID - S1;M1 SID - S1;M2 SID - S1;2019/2020;M1;12.23
21613112;Hors;L2 Maths - S1;L3 SID - S1;M1 SID - S1;M2 SID - S1;2019/2020;M1;12.96
21808997;Hors;Hors;L3 SID - S1;M1 SID - S1;M2 SID - S1;2019/2020;M1;12.3
21809880;Hors;Hors;L3 SID - S2;M1 SID - S1;M2 SID - S1;2019/2020;M1;11.17
21507343;Hors;Hors;L3 SID - S1;M1 SID - S1;M2 SID - S1;2019/2020;M1;11.46
21808135;Hors;Hors;L3 SID - S1;M1 SID - S1;M2 SID - S1;2019/2020;M1;12.17
21405804;L3 MAPI3 - S2;L3 MAPI3 - S2;L3 SID - S1;M1 SID - S2;M2 SID - S1;2019/2020;M1;10.73
21606071;Hors;L2 Maths - S1;L3 SID - S1;M1 SID - S1;M2 SID - S1;2019/2020;M1;12.62
21809544;Hors;Hors;L3 SID - S2;M1 SID - S2;M2 SID - S1;2019/2020;M1;11.68
21605915;Hors;L2 Maths - S1;L3 SID - S1;M1 SID - S1;M2 SID - S1;2019/2020;M1;12.6
21807949;Hors;Hors;L3 SID - S1;M1 SID - S2;M2 SID - S1;2019/2020;M1;12.12
21808802;Hors;Hors;L3 SID - S1;M1 SID - S1;M2 SID - S1;2019/2020;M1;12.76
21810476;Hors;Hors;L3 SID - S1;M1 SID - S1;M2 SID - S1;2019/2020;M1;12.87
21807822;Hors;Hors;L3 SID - S1;M1 SID - S1;M2 SID - S1;2019/2020;M1;13.49
21807818;Hors;Hors;L3 SID - S1;M1 SID - S1;M2 SID - S1;2019/2020;M1;14.6
21512363;L2 CUPGE - S2;L2 Maths - S2;L3 SID - S1;M1 SID - S1;M2 SID - S1;2019/2020;M1;12.44
21301596;Hors;L3 SID - S2;L3 SID - S2;L3 SID - S2;Hors;None;None;None
21600669;Hors;L2 Maths - S2;L3 SID - S1;M1 SID - S1;M2 SID - S1;2019/2020;M1;12.29
21300045;L3 SID - S2;L3 SID - S2;L3 SID - S2;L3 SID - S2;Hors;None;None;None
21402648;Hors;Hors;L3 SID - S2;L3 SID - S1;M1 SID - S1;2019/2020;L3;11.91
21813826;Hors;Hors;L3 SID - S2;M1 SID - S2;M2 SID - S1;2019/2020;M1;11.34
21812044;Hors;Hors;L3 SID - S1;M1 SID - S1;M2 SID - S1;2019/2020;M1;13.18
21814827;Hors;Hors;L3 SID - S2;Hors;Hors;None;None;None
21810571;Hors;Hors;L3 SID - S1;M1 SID - S1;M2 SID - S1;2019/2020;M1;13.36
21601097;Hors;L2 Maths - S1;L3 SID - S1;M1 SID - S1;M2 SID - S1;2019/2020;M1;13.57
21710217;Hors;L3 ESR - S2;L3 SID - S1;M1 SID - S1;M2 SID - S1;2019/2020;M1;13.37
21401853;L2 Maths - S2;L2 Maths - S1;L3 SID - S1;M1 SID - S1;M2 SID - S1;2019/2020;M1;10.54
21812347;Hors;Hors;L3 SID - S2;M1 SID - S2;M2 SID - S1;2019/2020;M1;11.16
21700332;Hors;L2 Maths - S1;L3 SID - S1;M1 SID - S1;M2 SID - S1;2019/2020;M1;12.28
21812392;Hors;Hors;L3 SID - S1;M1 SID - S1;M2 SID - S1;2019/2020;M1;12.95
21810850;Hors;Hors;L3 SID - S2;Hors;Hors;None;None;None
21401386;L2 Maths - S2;L2 Maths - S1;L3 SID - S1;M1 SID - S1;M2 SID - S1;2019/2020;M1;11.4
21708231;Hors;Hors;L2 Maths - S1;L3 ESR - S1;Hors;2019/2020;L3;18.25
21708320;Hors;Hors;L2 Maths - S1;Hors;Hors;2018/2019;L2;18.36
21703851;Hors;Hors;L2 Maths - S1;L3 ESR - S1;Hors;2019/2020;L3;16.82
21609492;Hors;L2 Maths - S2;L2 Maths - S1;L3 ESR - S1;Hors;2019/2020;L3;14.77
21702922;Hors;Hors;L2 Maths - S1;L3 ESR - S1;Hors;2019/2020;L3;15.86
21700728;Hors;Hors;L2 Maths - S1;L3 E - S1;Hors;2019/2020;L3;15.7
21511077;Hors;L3 ESR - S2;L2 Maths - S1;L3 ESR - S1;Hors;2019/2020;L3;13.03
21811334;Hors;Hors;L2 Maths - S1;L3 ESR - S2;Hors;2019/2020;L3;11.9
21709218;Hors;Hors;L2 Maths - S1;Hors;Hors;2018/2019;L2;15.29
21706445;Hors;Hors;L2 Maths - S1;L3 ESR - S1;Hors;2019/2020;L3;15.44
21708532;Hors;Hors;L2 Maths - S1;L3 ESR - S1;Hors;2019/2020;L3;13.95
21707557;Hors;Hors;L2 Maths - S1;L3 SID - S2;Hors;2018/2019;L2;14.34
21600448;Hors;Hors;L2 Maths - S1;L3 E - S1;Hors;2019/2020;L3;13.81
21706553;Hors;Hors;L2 Maths - S1;L3 ESR - S2;Hors;2018/2019;L2;13.84
21700717;Hors;Hors;L2 Maths - S1;L3 ESR - S1;Hors;2019/2020;L3;11.99
21704344;Hors;Hors;L2 Maths - S1;L3 ESR - S2;Hors;2019/2020;L3;11.01
21808153;Hors;Hors;L2 Maths - S1;L3 ESR - S1;Hors;2019/2020;L3;12.87
21608424;L2 Maths - S2;L2 Maths - S2;L2 Maths - S1;L3 E - S1;Hors;2019/2020;L3;13.68
21702402;Hors;Hors;L2 Maths - S1;L3 ESR - S1;Hors;2019/2020;L3;12.85
21606419;Hors;Hors;L2 Maths - S1;L3 MAPI3 - S1;Hors;2019/2020;L3;12.06
21701059;Hors;Hors;L2 Maths - S1;L3 E - S1;Hors;2019/2020;L3;12.71
21706380;Hors;Hors;L2 Maths - S1;L3 ESR - S1;Hors;2019/2020;L3;12.27
21500871;Hors;Hors;L2 Maths - S1;L3 MAPI3 - S1;Hors;2019/2020;L3;12.39
21706589;Hors;Hors;L2 Maths - S1;Hors;Hors;2018/2019;L2;12.34
21600966;Hors;L2 Maths - S2;L2 Maths - S1;L3 MAPI3 - S1;Hors;2019/2020;L3;10.46
21604086;Hors;Hors;L2 Maths - S1;L3 E - S1;Hors;2019/2020;L3;12.43
21707426;Hors;Hors;L2 Maths - S1;L3 SID - S1;M1 SID - S1;2019/2020;L3;13.44
21705278;Hors;Hors;L2 Maths - S1;L3 ESR - S1;Hors;2019/2020;L3;11.42
21701404;Hors;Hors;L2 Maths - S1;L3 SID - S1;M1 SID - S1;2019/2020;L3;13.95
21606629;Hors;L2 Maths - S2;L2 Maths - S1;L3 MAPI3 - S1;Hors;2019/2020;L3;10.24
21700682;Hors;Hors;L2 Maths - S1;L3 ESR - S2;Hors;2019/2020;L3;10.77
21706247;Hors;Hors;L2 Maths - S1;L3 SID - S1;M1 SID - S1;2019/2020;L3;13.1
21601124;Hors;L2 Maths - S2;L2 Maths - S1;L3 SID - S1;M1 SID - S1;2019/2020;L3;11.08
21602569;Hors;L2 Maths - S2;L2 Maths - S1;Hors;Hors;2018/2019;L2;9.49
21812017;Hors;Hors;L2 Maths - S1;L3 SID - S1;M1 SID - S1;2019/2020;L3;12.21
21700679;Hors;Hors;L2 Maths - S1;L3 SID - S1;M1 SID - S1;2019/2020;L3;13.43
21703487;Hors;Hors;L2 Maths - S1;L3 ESR - S1;Hors;2019/2020;L3;10.78
21702802;Hors;Hors;L2 Maths - S1;L3 ESR - S2;Hors;2018/2019;L2;11.2
21606808;Hors;L2 Maths - S2;L2 Maths - S1;L3 SID - S1;M1 SID - S1;2019/2020;L3;10.46
21601381;Hors;Hors;L2 Maths - S2;L2 Maths - S1;Hors;2019/2020;L2;11.56
21601506;Hors;Hors;L2 Maths - S1;L3 SID - S1;Hors;2019/2020;L3;12.98
21708886;Hors;Hors;L2 Maths - S1;L3 E - S1;Hors;2019/2020;L3;11.17
21600106;Hors;L2 Maths - S2;L2 Maths - S1;Hors;Hors;2018/2019;L2;8.55
21701016;Hors;Hors;L2 Maths - S1;L3 ESR - S1;Hors;2019/2020;L3;10.74
21601874;Hors;L2 Maths - S2;L2 Maths - S1;L3 E - S2;Hors;2018/2019;L2;9.97
21602822;Hors;L2 Maths - S2;L2 Maths - S1;L3 MAPI3 - S2;Hors;2019/2020;L3;9.62
21606341;Hors;L2 Maths - S2;L2 Maths - S1;L3 MAPI3 - S1;Hors;2019/2020;L3;10.88
21604057;Hors;L2 Maths - S2;L2 Maths - S1;L3 MAPI3 - S2;Hors;2019/2020;L3;9.82
21604158;Hors;L2 Maths - S2;L2 Maths - S1;L3 E - S1;Hors;2019/2020;L3;9.97
21607158;Hors;L2 Maths - S2;L2 Maths - S1;Hors;Hors;2018/2019;L2;9.17
21702942;Hors;Hors;L2 Maths - S1;L3 E - S1;Hors;2019/2020;L3;11.75
21702504;Hors;Hors;L2 Maths - S1;L3 E - S1;Hors;2019/2020;L3;10.67
21606175;Hors;L2 Maths - S2;L2 Maths - S2;L3 E - S1;Hors;2019/2020;L3;10.14
21605507;Hors;L2 Maths - S2;L2 Maths - S2;L3 MAPI3 - S2;Hors;2018/2019;L2;9.33
21606550;Hors;L2 Maths - S2;L2 Maths - S2;L3 MAPI3 - S2;Hors;2019/2020;L3;9.54
21702628;Hors;Hors;L2 Maths - S2;L3 SID - S1;M1 SID - S1;2019/2020;L3;11.63
21600128;Hors;L2 Maths - S2;L2 Maths - S2;L3 E - S2;Hors;2019/2020;L3;8.68
21608422;Hors;L2 Maths - S2;L2 Maths - S2;Hors;Hors;None;None;9.27
21605242;Hors;L2 Maths - S2;L2 Maths - S2;L3 E - S2;Hors;2019/2020;L3;10.52
21704142;Hors;Hors;L2 Maths - S2;L3 E - S1;Hors;2019/2020;L3;11.12
21500662;Hors;Hors;L2 Maths - S2;L3 E - S2;Hors;2019/2020;L3;10.67
21609036;Hors;Hors;L2 Maths - S1;L3 E - S1;Hors;None;None;10.23
21602219;Hors;L2 Maths - S2;L2 Maths - S2;L3 MAPI3 - S2;Hors;2018/2019;L2;9.54
21512881;Hors;L2 Maths - S2;L2 Maths - S2;Hors;Hors;None;None;9.15
21604199;Hors;L2 Maths - S2;L2 Maths - S2;L3 MAPI3 - S2;Hors;2018/2019;L2;9.22
21508351;L2 Maths - S2;L2 Maths - S2;L2 Maths - S2;L3 E - S1;Hors;2019/2020;L3;9.25
21702188;Hors;Hors;L2 Maths - S2;L3 ESR - S2;Hors;2019/2020;L3;10.11
21606874;Hors;L2 Maths - S2;L2 Maths - S2;L3 E - S2;Hors;2019/2020;L3;9.9
21701221;Hors;Hors;L2 Maths - S2;L3 E - S2;Hors;2019/2020;L3;10.73
21508092;L2 Maths - S2;L2 Maths - S2;L2 Maths - S2;L3 MAPI3 - S2;Hors;2018/2019;L2;9.37
21703101;Hors;Hors;L2 Maths - S2;L3 E - S1;Hors;2019/2020;L3;10.71
21604181;Hors;L2 Maths - S2;L2 Maths - S2;L3 MAPI3 - S2;Hors;2018/2019;L2;8.9
21700617;Hors;Hors;L2 Maths - S2;L3 E - S2;Hors;2019/2020;L3;10.65
21705627;Hors;Hors;L2 Maths - S2;L3 MAPI3 - S2;Hors;2019/2020;L3;10.46
21701807;Hors;Hors;L2 Maths - S2;L3 ESR - S2;Hors;2018/2019;L2;10.32
21601098;Hors;L2 Maths - S2;L2 Maths - S2;L3 MAPI3 - S2;Hors;2019/2020;L3;9.18
21811764;Hors;Hors;L2 Maths - S2;L3 E - S1;Hors;2019/2020;L3;10.74
21812707;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;9.24
21705266;Hors;Hors;L2 Maths - S2;L3 E - S2;Hors;2019/2020;L3;9.77
21705498;Hors;Hors;L2 Maths - S2;L3 MAPI3 - S2;Hors;None;None;8.31
21610997;Hors;L2 Maths - S2;L2 Maths - S2;L2 Maths - S2;Hors;None;None;8.37
21708119;Hors;L2 Maths - S2;L2 Maths - S2;L3 MAPI3 - S2;Hors;2019/2020;L3;9.75
21813876;Hors;Hors;L2 Maths - S2;L2 Maths - S2;Hors;None;None;8.94
21501006;Hors;L2 Maths - S2;L2 Maths - S2;L3 E - S2;Hors;2019/2020;L3;7.76
21504431;Hors;L2 Maths - S2;L2 Maths - S2;L2 Maths - S2;Hors;None;None;8.76
21703000;Hors;Hors;L2 Maths - S2;L3 E - S2;Hors;2019/2020;L3;10.16
21602249;Hors;Hors;L2 Maths - S2;L3 ESR - S2;Hors;None;None;9.95
21605265;Hors;L2 Maths - S2;L2 Maths - S2;L2 Maths - S1;Hors;2019/2020;L2;9.35
21606322;Hors;L2 Maths - S2;L2 Maths - S2;L2 Maths - S2;Hors;None;None;7.54
21707950;Hors;Hors;L2 Maths - S2;L3 MAPI3 - S1;Hors;2019/2020;L3;10.33
21709188;Hors;Hors;L2 Maths - S2;L2 Maths - S1;Hors;2019/2020;L2;9.63
21506730;Hors;Hors;L2 Maths - S2;L2 Maths - S2;Hors;2019/2020;L3;9.96
21601350;Hors;Hors;L2 Maths - S2;L2 Maths - S1;Hors;2019/2020;L2;10.03
21502654;Hors;L2 Maths - S2;L2 Maths - S2;L3 MAPI3 - S2;Hors;2019/2020;L3;7.98
21607188;Hors;L2 Maths - S2;L2 Maths - S2;L3 MAPI3 - S2;Hors;None;None;9.39
21705771;Hors;Hors;L2 Maths - S2;Hors;M1 SID - S1;None;None;9.26
21706150;Hors;Hors;L2 Maths - S2;L3 MAPI3 - S2;Hors;2019/2020;L3;9.75
21709090;Hors;Hors;L2 Maths - S2;L3 ESR - S2;Hors;2018/2019;L2;8.39
21600219;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;7.78
21706750;Hors;Hors;L2 Maths - S2;L2 Maths - S2;Hors;None;None;7.36
21706555;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;6.56
21705839;Hors;Hors;L2 Maths - S2;L2 Maths - S1;Hors;2019/2020;L2;8.38
21705798;Hors;Hors;L2 Maths - S2;L3 MAPI3 - S2;Hors;2019/2020;L2;8.45
21703496;Hors;Hors;L2 Maths - S2;L2 Maths - S1;Hors;2019/2020;L2;9.28
21707243;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;6.67
21700709;Hors;Hors;L2 Maths - S2;L2 Maths - S2;Hors;2019/2020;L2;9.24
21701276;Hors;Hors;L2 Maths - S2;L2 Maths - S1;Hors;2019/2020;L2;8.19
21701391;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;5.88
21607579;Hors;Hors;L2 Maths - S2;L2 Maths - S2;Hors;None;None;7.0
21701874;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;4.42
21304032;Hors;Hors;L2 Maths - S2;L2 Maths - S2;Hors;None;None;4.65
21704024;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;4.55
21706181;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;3.77
21705658;Hors;Hors;L2 Maths - S2;L2 Maths - S1;Hors;2019/2020;L2;8.99
